Date,Open,High,Low,Close,Adj Close,Volume
2018-03-06,7.847809,8.247502,7.694081,8.178324,7.757720,3665047
2018-03-07,8.086088,8.370484,8.032283,8.039969,7.626480,2384473
2018-03-08,8.039969,8.170638,7.986164,8.124520,7.706683,2188542
2018-03-09,8.193697,8.362798,8.078401,8.201384,7.779593,1682453
2018-03-12,8.178324,8.362798,7.955419,8.162952,7.743139,1883978
2018-03-13,8.216756,8.316679,8.039969,8.132206,7.713973,1330403
2018-03-14,8.147579,8.270561,8.078401,8.116833,7.699390,1487303
2018-03-15,8.132206,8.155265,7.863182,7.978478,7.568151,1052769
2018-03-16,7.978478,8.124520,7.855496,8.047656,7.633771,3177953
2018-03-19,8.009224,8.147579,7.840123,8.016910,7.604606,1480408
2018-03-20,8.032283,8.086088,7.717141,7.794005,7.393165,1833239
2018-03-21,7.770945,7.978478,7.732513,7.886241,7.480657,1153206
2018-03-22,7.778632,7.940046,7.709454,7.724827,7.327545,2137283
2018-03-23,7.717141,7.847809,7.548040,7.563413,7.174433,3039526
2018-03-26,7.655650,7.732513,7.179093,7.386626,7.006737,3567212
2018-03-27,7.378939,7.678709,7.309762,7.501922,7.116104,1499793
